payment_id,order_id,transaction_date,transaction_type,payment_method,transaction_amount,transaction_status
PAY-0006245,ORD-006245,2026-07-17,payment,net_banking,9911.88,successful
PAY-0006246,ORD-006246,2025-09-23,payment,wallet,11076.59,successful
PAY-0006247,ORD-006247,2025-06-25,payment,net_banking,1410.16,successful
PAY-0006248,ORD-006248,2026-05-02,payment,wallet,29735.13,failed
PAY-0006249,ORD-006249,2025-04-19,payment,upi,4152.89,failed
PAY-0006250,ORD-006250,2025-04-16,payment,credit_card,5326.85,successful
PAY-0006251,ORD-006251,2026-05-10,payment,wallet,27234.85,failed
PAY-0006252,ORD-006252,2026-05-21,payment,credit_card,41289.12,successful
PAY-0006253,ORD-006253,2026-07-18,payment,wallet,23956.42,pending
PAY-0006254,ORD-006254,2026-06-17,payment,wallet,54917.84,successful
PAY-0006255,ORD-006255,2026-06-09,payment,debit_card,29333.68,successful
PAY-0006256,ORD-006256,2025-03-16,payment,upi,28150.76,successful
PAY-0006257,ORD-006257,2025-06-23,payment,upi,16945.81,successful
PAY-0006258,ORD-006258,2026-02-20,payment,credit_card,8027.99,successful
PAY-0006259,ORD-006259,2026-03-04,payment,net_banking,1168.34,successful
PAY-0006260,ORD-006260,2026-03-08,payment,credit_card,48740.24,successful
PAY-0006261,ORD-006261,2025-10-02,payment,debit_card,2047.91,successful
PAY-0006262,ORD-006262,2025-09-18,payment,net_banking,10217.61,failed
PAY-0006263,ORD-006263,2025-01-16,payment,credit_card,16474.48,successful
PAY-0006264,ORD-006264,2025-12-18,payment,credit_card,4479.23,successful
PAY-0006265,ORD-006265,2026-05-25,payment,credit_card,1949.7,successful
PAY-0006266,ORD-006266,2026-05-16,payment,net_banking,37485.38,successful
PAY-0006267,ORD-006267,2025-07-14,payment,wallet,41856.97,successful
PAY-0006268,ORD-006268,2026-05-13,payment,credit_card,55180.92,successful
PAY-0006269,ORD-006269,2025-07-19,payment,upi,17728.14,successful
PAY-0006270,ORD-006270,2026-01-16,payment,net_banking,38221.85,successful
PAY-0006271,ORD-006271,2025-09-20,payment,credit_card,28669.45,pending
PAY-0006272,ORD-006272,2026-07-20,payment,debit_card,16166.96,successful
PAY-0006273,ORD-006273,2026-04-06,payment,upi,49587.88,failed
PAY-0006274,ORD-006274,2025-02-12,payment,credit_card,7078.1,failed
PAY-0006275,ORD-006275,2026-07-14,payment,wallet,22682.61,successful
PAY-0006276,ORD-006276,2026-02-22,payment,debit_card,3249.67,successful
PAY-0006277,ORD-006277,2026-06-07,payment,wallet,699.51,successful
PAY-0006278,ORD-006278,2025-06-13,payment,wallet,2440.26,failed
PAY-0006279,ORD-006279,2025-08-07,payment,upi,17598.46,successful
PAY-0006280,ORD-006280,2026-06-08,payment,wallet,28080.4,failed
PAY-0006281,ORD-006281,2026-07-13,payment,wallet,4395.48,successful
PAY-0006282,ORD-006282,2026-06-05,payment,net_banking,15325.16,successful
PAY-0006283,ORD-006283,2026-05-26,payment,wallet,5011.05,successful
PAY-0006284,ORD-006284,2026-04-03,payment,net_banking,9810.85,successful
PAY-0006285,ORD-006285,2025-07-31,payment,net_banking,10630.33,successful
PAY-0006286,ORD-006286,2026-07-17,payment,net_banking,36584.46,successful
PAY-0006287,ORD-006287,2025-11-20,payment,wallet,45591.01,successful
PAY-0006288,ORD-006288,2026-07-08,payment,debit_card,30343.57,successful
PAY-0006289,ORD-006289,2026-07-30,payment,upi,2734.44,successful
PAY-0006290,ORD-006290,2026-05-14,payment,wallet,8003.79,successful
PAY-0006291,ORD-006291,2026-04-12,payment,debit_card,915.82,successful
PAY-0006292,ORD-006292,2026-06-10,payment,credit_card,7431.38,successful
PAY-0006293,ORD-006293,2026-02-18,payment,net_banking,966.19,successful
PAY-0006294,ORD-006294,2026-07-22,payment,net_banking,13380.98,failed
PAY-0006295,ORD-006295,2025-02-22,payment,upi,42853.27,successful
PAY-0006296,ORD-006296,2025-01-08,payment,wallet,8310.03,successful
PAY-0006297,ORD-006297,2026-01-26,payment,wallet,2264.17,successful
PAY-0006298,ORD-006298,2026-04-19,payment,net_banking,22443.59,successful
PAY-0006299,ORD-006299,2026-07-11,payment,credit_card,37083.81,successful
PAY-0006300,ORD-006300,2026-02-28,payment,wallet,9993.68,successful
PAY-0006301,ORD-006301,2025-03-09,payment,upi,13546.58,pending
PAY-0006302,ORD-006302,2026-02-07,payment,debit_card,3846.97,successful
PAY-0006303,ORD-006303,2026-01-30,payment,debit_card,2331.39,pending
PAY-0006304,ORD-006304,2025-10-30,payment,wallet,13180.81,successful
PAY-0006305,ORD-006305,2025-03-09,payment,upi,20670.11,successful
PAY-0006306,ORD-006306,2026-07-24,payment,upi,4555.19,successful
PAY-0006307,ORD-006307,2026-03-06,payment,credit_card,20200.97,failed
PAY-0006308,ORD-006308,2026-03-30,payment,net_banking,20249.97,successful
PAY-0006309,ORD-006309,2026-04-26,payment,upi,23041.95,successful
PAY-0006310,ORD-006310,2026-02-14,payment,wallet,29377.91,pending
PAY-0006311,ORD-006311,2026-03-31,payment,upi,12077.13,successful
PAY-0006312,ORD-006312,2026-07-04,payment,wallet,8032.39,successful
PAY-0006313,ORD-006313,2026-06-29,payment,wallet,23400.95,successful
PAY-0006314,ORD-006314,2026-05-16,payment,net_banking,5327.96,successful
PAY-0006315,ORD-006315,2026-06-19,payment,debit_card,11397.01,successful
PAY-0006316,ORD-006316,2025-04-30,payment,net_banking,29529.41,failed
PAY-0006317,ORD-006317,2026-06-30,payment,wallet,1188.59,successful
PAY-0006318,ORD-006318,2025-12-09,payment,net_banking,16672.46,successful
PAY-0006319,ORD-006319,2026-06-08,payment,net_banking,48819.56,successful
PAY-0006320,ORD-006320,2026-07-29,payment,credit_card,15477.65,successful
PAY-0006321,ORD-006321,2026-07-08,payment,wallet,21652.37,successful
PAY-0006322,ORD-006322,2026-07-22,payment,net_banking,1451.73,successful
PAY-0006323,ORD-006323,2025-08-22,payment,upi,14855.2,successful
PAY-0006324,ORD-006324,2025-06-22,payment,credit_card,14776.3,successful
PAY-0006325,ORD-006325,2025-07-08,payment,upi,19707.63,successful
PAY-0006326,ORD-006326,2025-11-17,payment,net_banking,39144.27,successful
PAY-0006327,ORD-006327,2025-12-26,payment,wallet,25500.28,successful
PAY-0006328,ORD-006328,2026-06-01,payment,credit_card,13539.21,pending
PAY-0006329,ORD-006329,2025-03-23,payment,net_banking,3928.77,successful
PAY-0006330,ORD-006330,2026-07-25,payment,net_banking,12153.53,successful
PAY-0006331,ORD-006331,2025-02-19,payment,wallet,24394.23,successful
PAY-0006332,ORD-006332,2025-10-16,payment,credit_card,15704.12,successful
PAY-0006333,ORD-006333,2025-07-29,payment,credit_card,4221.62,successful
PAY-0006334,ORD-006334,2025-08-04,payment,credit_card,23261.73,successful
PAY-0006335,ORD-006335,2026-06-23,payment,credit_card,13217.4,successful
PAY-0006336,ORD-006336,2026-03-03,payment,net_banking,63586.49,successful
PAY-0006337,ORD-006337,2026-04-10,payment,credit_card,14611.17,successful
PAY-0006338,ORD-006338,2025-10-30,payment,wallet,10236.46,failed
PAY-0006339,ORD-006339,2026-02-18,payment,credit_card,10887.61,successful
PAY-0006340,ORD-006340,2026-07-29,payment,wallet,19108.38,successful
PAY-0006341,ORD-006341,2026-07-31,payment,wallet,17562.44,failed
PAY-0006342,ORD-006342,2026-07-13,payment,wallet,16230.83,successful
PAY-0006343,ORD-006343,2026-04-02,payment,debit_card,11536.8,successful
PAY-0006344,ORD-006344,2026-03-25,payment,upi,3083.53,successful
PAY-0006345,ORD-006345,2025-02-14,payment,debit_card,12152.53,successful
PAY-0006346,ORD-006346,2026-01-21,payment,debit_card,13950.04,successful
PAY-0006347,ORD-006347,2025-08-24,payment,wallet,32710.52,successful
PAY-0006348,ORD-006348,2025-05-30,payment,credit_card,38827.79,successful
PAY-0006349,ORD-006349,2025-02-09,payment,net_banking,7370.49,pending
PAY-0006350,ORD-006350,2025-08-18,payment,credit_card,12794.79,successful
PAY-0006351,ORD-006351,2026-06-14,payment,credit_card,16952.79,successful
PAY-0006352,ORD-006352,2026-07-05,payment,credit_card,51094.86,successful
PAY-0006353,ORD-006353,2026-06-07,payment,debit_card,19386.21,successful
PAY-0006354,ORD-006354,2025-07-14,payment,upi,2564.16,successful
PAY-0006355,ORD-006355,2026-05-04,payment,debit_card,10445.53,successful
PAY-0006356,ORD-006356,2025-03-15,payment,upi,15592.81,failed
PAY-0006357,ORD-006357,2026-07-30,payment,credit_card,34344.27,successful
PAY-0006358,ORD-006358,2025-07-29,payment,upi,2242.01,successful
PAY-0006359,ORD-006359,2025-06-14,payment,credit_card,26167.4,successful
PAY-0006360,ORD-006360,2025-07-26,payment,upi,23912.59,successful
PAY-0006361,ORD-006361,2026-06-23,payment,debit_card,13000.21,successful
PAY-0006362,ORD-006362,2026-07-18,payment,credit_card,17353.76,successful
PAY-0006363,ORD-006363,2026-07-12,payment,upi,10444.42,pending
PAY-0006364,ORD-006364,2026-07-24,payment,credit_card,12233.63,failed
PAY-0006365,ORD-006365,2026-06-25,payment,debit_card,37530.07,successful
PAY-0006366,ORD-006366,2026-03-26,payment,wallet,28270.56,successful
PAY-0006367,ORD-006367,2026-04-02,payment,net_banking,10898.85,failed
PAY-0006368,ORD-006368,2026-05-26,payment,credit_card,3829.37,pending
PAY-0006369,ORD-006369,2025-01-28,payment,credit_card,12627.86,successful
PAY-0006370,ORD-006370,2026-07-03,payment,net_banking,22699.07,successful
PAY-0006371,ORD-006371,2026-01-24,payment,wallet,14907.29,successful
PAY-0006372,ORD-006372,2026-05-19,payment,debit_card,10048.87,successful
PAY-0006373,ORD-006373,2025-11-06,payment,wallet,8818.41,successful
PAY-0006374,ORD-006374,2026-04-24,payment,upi,28637.7,successful
PAY-0006375,ORD-006375,2026-02-24,payment,credit_card,11773.65,successful
PAY-0006376,ORD-006376,2026-07-10,payment,upi,4537.17,successful
PAY-0006377,ORD-006377,2026-05-30,payment,credit_card,18467.71,successful
PAY-0006378,ORD-006378,2026-04-16,payment,wallet,6839.29,successful
PAY-0006379,ORD-006379,2026-07-02,payment,upi,12927.96,successful
PAY-0006380,ORD-006380,2026-05-18,payment,debit_card,10806.15,successful
PAY-0006381,ORD-006381,2025-05-06,payment,wallet,24841.78,successful
PAY-0006382,ORD-006382,2025-04-21,payment,debit_card,29037.82,successful
PAY-0006383,ORD-006383,2026-05-19,payment,net_banking,7404.84,failed
PAY-0006384,ORD-006384,2025-12-14,payment,net_banking,12601.87,successful
PAY-0006385,ORD-006385,2025-02-01,payment,credit_card,4233.11,successful
PAY-0006386,ORD-006386,2026-07-05,payment,credit_card,17195.13,successful
PAY-0006387,ORD-006387,2026-07-25,payment,wallet,16873.73,successful
PAY-0006388,ORD-006388,2026-02-09,payment,credit_card,7996.49,successful
PAY-0006389,ORD-006389,2026-07-31,payment,upi,6254.13,successful
PAY-0006390,ORD-006390,2026-07-16,payment,debit_card,2806.8,successful
PAY-0006391,ORD-006391,2025-12-11,payment,net_banking,22580.53,failed
PAY-0006392,ORD-006392,2025-10-05,payment,upi,14183.36,successful
PAY-0006393,ORD-006393,2026-07-30,payment,upi,11785.67,successful
PAY-0006394,ORD-006394,2026-07-13,payment,wallet,17087.73,successful
PAY-0006395,ORD-006395,2025-07-06,payment,upi,21831.49,successful
PAY-0006396,ORD-006396,2026-05-27,payment,debit_card,10734.47,successful
PAY-0006397,ORD-006397,2025-04-04,payment,net_banking,7823.26,successful
PAY-0006398,ORD-006398,2025-08-31,payment,debit_card,16011.67,successful
PAY-0006399,ORD-006399,2026-07-16,payment,debit_card,15808.99,successful
PAY-0006400,ORD-006400,2025-06-29,payment,credit_card,13648.91,successful
PAY-0006401,ORD-006401,2025-12-12,payment,wallet,10012.7,successful
PAY-0006402,ORD-006402,2026-04-29,payment,credit_card,3797.44,successful
PAY-0006403,ORD-006403,2025-11-09,payment,debit_card,27035.1,successful
PAY-0006404,ORD-006404,2025-05-23,payment,net_banking,9683.49,successful
PAY-0006405,ORD-006405,2026-05-11,payment,net_banking,25445.33,successful
PAY-0006406,ORD-006406,2025-11-18,payment,credit_card,10272.66,successful
PAY-0006407,ORD-006407,2026-03-27,payment,net_banking,22327.7,successful
PAY-0006408,ORD-006408,2025-06-27,payment,credit_card,31453.64,successful
PAY-0006409,ORD-006409,2025-12-01,payment,debit_card,4740.82,successful
PAY-0006410,ORD-006410,2026-06-17,payment,net_banking,16964.53,successful
PAY-0006411,ORD-006411,2026-02-20,payment,net_banking,10715.03,successful
PAY-0006412,ORD-006412,2025-11-24,payment,net_banking,20043.9,failed
PAY-0006413,ORD-006413,2025-06-22,payment,net_banking,14812.47,successful
PAY-0006414,ORD-006414,2026-02-27,payment,credit_card,27676.44,successful
PAY-0006415,ORD-006415,2025-12-04,payment,debit_card,12228.21,successful
PAY-0006416,ORD-006416,2026-07-11,payment,upi,13889.24,failed
PAY-0006417,ORD-006417,2026-06-15,payment,wallet,26166.68,successful
PAY-0006418,ORD-006418,2025-07-06,payment,wallet,21681.14,successful
PAY-0006419,ORD-006419,2026-07-28,payment,debit_card,19766.39,successful
PAY-0006420,ORD-006420,2026-06-10,payment,credit_card,26935.14,successful
PAY-0006421,ORD-006421,2026-04-07,payment,debit_card,4241.13,successful
PAY-0006422,ORD-006422,2025-01-01,payment,upi,5019.9,successful
PAY-0006423,ORD-006423,2026-02-11,payment,upi,1251.61,successful
PAY-0006424,ORD-006424,2026-03-02,payment,net_banking,24985.96,successful
PAY-0006425,ORD-006425,2026-07-22,payment,debit_card,11308.87,successful
PAY-0006426,ORD-006426,2026-01-22,payment,credit_card,38999.11,pending
PAY-0006427,ORD-006427,2026-01-22,payment,upi,10541.62,successful
PAY-0006428,ORD-006428,2025-06-12,payment,net_banking,7426.8,successful
PAY-0006429,ORD-006429,2025-09-23,payment,credit_card,9269.69,successful
PAY-0006430,ORD-006430,2025-05-14,payment,upi,11056.09,successful
PAY-0006431,ORD-006431,2025-10-16,payment,upi,4732.78,successful
PAY-0006432,ORD-006432,2026-07-27,payment,credit_card,3880.5,failed
PAY-0006433,ORD-006433,2026-03-30,payment,credit_card,5986.07,successful
PAY-0006434,ORD-006434,2026-01-18,payment,debit_card,25563.53,successful
PAY-0006435,ORD-006435,2026-04-18,payment,wallet,2748.82,successful
PAY-0006436,ORD-006436,2026-01-25,payment,upi,1433.9,successful
PAY-0006437,ORD-006437,2026-03-26,payment,debit_card,4214.79,successful
PAY-0006438,ORD-006438,2026-06-19,payment,wallet,9590.03,successful
PAY-0006439,ORD-006439,2025-12-14,payment,debit_card,1407.47,successful
PAY-0006440,ORD-006440,2026-01-04,payment,credit_card,3937.88,successful
PAY-0006441,ORD-006441,2025-11-27,payment,debit_card,24762.03,successful
PAY-0006442,ORD-006442,2026-07-05,payment,upi,11927.5,successful
PAY-0006443,ORD-006443,2026-04-24,payment,debit_card,2458.4,successful
PAY-0006444,ORD-006444,2025-05-18,payment,debit_card,18104.02,pending
PAY-0006445,ORD-006445,2026-03-29,payment,debit_card,10224.23,successful
PAY-0006446,ORD-006446,2026-05-29,payment,wallet,2471.43,successful
PAY-0006447,ORD-006447,2026-01-25,payment,credit_card,3273.39,successful
PAY-0006448,ORD-006448,2025-10-24,payment,debit_card,3324.4,successful
PAY-0006449,ORD-006449,2026-01-01,payment,wallet,4332.49,successful
PAY-0006450,ORD-006450,2026-04-21,payment,net_banking,5208.15,successful
PAY-0006451,ORD-006451,2025-11-11,payment,upi,59902.31,successful
PAY-0006452,ORD-006452,2026-02-01,payment,net_banking,15255.51,successful
PAY-0006453,ORD-006453,2026-06-17,payment,debit_card,14212.96,successful
PAY-0006454,ORD-006454,2026-01-23,payment,credit_card,13222.36,successful
PAY-0006455,ORD-006455,2025-05-09,payment,debit_card,25287.29,failed
PAY-0006456,ORD-006456,2026-07-23,payment,net_banking,7985.85,successful
PAY-0006457,ORD-006457,2026-03-29,payment,net_banking,7438.97,successful
PAY-0006458,ORD-006458,2026-07-20,payment,wallet,15114.38,successful
PAY-0006459,ORD-006459,2026-02-09,payment,debit_card,8164.9,successful
PAY-0006460,ORD-006460,2025-06-26,payment,net_banking,8130.39,successful
PAY-0006461,ORD-006461,2025-11-06,payment,credit_card,6951.71,successful
PAY-0006462,ORD-006462,2026-07-15,payment,upi,17267.52,successful
PAY-0006463,ORD-006463,2026-06-30,payment,credit_card,31469.76,pending
PAY-0006464,ORD-006464,2025-03-21,payment,net_banking,86340.78,successful
PAY-0006465,ORD-006465,2026-07-24,payment,upi,4163.72,successful
PAY-0006466,ORD-006466,2026-07-18,payment,debit_card,9934.71,successful
PAY-0006467,ORD-006467,2026-02-15,payment,net_banking,36574.68,failed
PAY-0006468,ORD-006468,2025-04-16,payment,credit_card,39659.52,successful
PAY-0006469,ORD-006469,2025-12-05,payment,wallet,31785.91,successful
PAY-0006470,ORD-006470,2025-09-15,payment,debit_card,16779.8,successful
PAY-0006471,ORD-006471,2025-03-13,payment,credit_card,46462.12,successful
PAY-0006472,ORD-006472,2026-07-22,payment,debit_card,12333.57,successful
PAY-0006473,ORD-006473,2025-12-15,payment,wallet,34574.59,successful
PAY-0006474,ORD-006474,2025-02-25,payment,upi,20246.99,pending
PAY-0006475,ORD-006475,2026-05-02,payment,debit_card,30841.9,successful
PAY-0006476,ORD-006476,2026-07-11,payment,net_banking,12963.0,successful
PAY-0006477,ORD-006477,2025-09-13,payment,upi,6889.9,successful
PAY-0006478,ORD-006478,2025-10-13,payment,debit_card,4292.89,successful
PAY-0006479,ORD-006479,2025-03-24,payment,wallet,8736.78,successful
PAY-0006480,ORD-006480,2025-03-06,payment,wallet,22041.27,successful
PAY-0006481,ORD-006481,2026-07-23,payment,upi,4079.66,failed
PAY-0006482,ORD-006482,2026-07-18,payment,wallet,7563.78,successful
PAY-0006483,ORD-006483,2026-06-11,payment,debit_card,5504.06,successful
PAY-0006484,ORD-006484,2026-03-10,payment,wallet,7850.73,pending
PAY-0006485,ORD-006485,2026-04-11,payment,credit_card,25183.19,successful
PAY-0006486,ORD-006486,2026-05-24,payment,upi,13149.93,successful
PAY-0006487,ORD-006487,2026-04-05,payment,credit_card,12784.26,successful
PAY-0006488,ORD-006488,2026-05-17,payment,net_banking,13497.37,successful
PAY-0006489,ORD-006489,2025-11-09,payment,wallet,4653.52,successful
PAY-0006490,ORD-006490,2025-01-09,payment,debit_card,9514.04,successful
PAY-0006491,ORD-006491,2025-12-03,payment,credit_card,15960.42,successful
PAY-0006492,ORD-006492,2025-06-02,payment,wallet,7166.64,successful
PAY-0006493,ORD-006493,2026-07-22,payment,net_banking,57197.99,successful
PAY-0006494,ORD-006494,2025-07-14,payment,credit_card,39384.84,successful
PAY-0006495,ORD-006495,2025-09-13,payment,credit_card,6094.78,pending
PAY-0006496,ORD-006496,2026-02-02,payment,upi,28269.64,successful
PAY-0006497,ORD-006497,2026-07-12,payment,debit_card,7168.74,successful
PAY-0006498,ORD-006498,2025-04-06,payment,credit_card,11044.16,successful
PAY-0006499,ORD-006499,2026-03-27,payment,upi,4578.32,successful
PAY-0006500,ORD-006500,2026-03-25,payment,net_banking,12305.35,successful
PAY-0006501,ORD-006501,2025-10-03,payment,upi,31496.89,successful
PAY-0006502,ORD-006502,2026-04-16,payment,upi,9923.19,successful
PAY-0006503,ORD-006503,2026-06-12,payment,wallet,12115.97,successful
PAY-0006504,ORD-006504,2025-04-10,payment,upi,14543.39,successful
PAY-0006505,ORD-006505,2026-07-27,payment,wallet,367.34,successful
PAY-0006506,ORD-006506,2026-06-23,payment,net_banking,5201.61,successful
PAY-0006507,ORD-006507,2026-06-20,payment,wallet,3197.74,failed
PAY-0006508,ORD-006508,2026-04-10,payment,wallet,37074.75,successful
PAY-0006509,ORD-006509,2025-08-02,payment,debit_card,34572.7,successful
PAY-0006510,ORD-006510,2026-02-03,payment,debit_card,22918.82,successful
PAY-0006511,ORD-006511,2026-01-09,payment,credit_card,37830.74,failed
PAY-0006512,ORD-006512,2026-06-29,payment,debit_card,1513.27,successful
PAY-0006513,ORD-006513,2026-07-01,payment,net_banking,31759.98,successful
PAY-0006514,ORD-006514,2026-04-20,payment,upi,15367.1,successful
PAY-0006515,ORD-006515,2026-02-24,payment,upi,43016.79,successful
PAY-0006516,ORD-006516,2025-12-24,payment,upi,43001.18,successful
PAY-0006517,ORD-006517,2025-07-18,payment,wallet,53181.08,successful
PAY-0006518,ORD-006518,2025-08-25,payment,debit_card,1398.11,successful
PAY-0006519,ORD-006519,2025-10-26,payment,wallet,20323.73,successful
PAY-0006520,ORD-006520,2026-04-20,payment,wallet,12037.33,successful
PAY-0006521,ORD-006521,2025-08-16,payment,upi,16964.58,successful
PAY-0006522,ORD-006522,2026-06-21,payment,debit_card,39222.7,successful
PAY-0006523,ORD-006523,2025-12-11,payment,debit_card,10451.5,successful
PAY-0006524,ORD-006524,2025-02-16,payment,credit_card,18922.88,successful
PAY-0006525,ORD-006525,2026-01-11,payment,wallet,5406.54,successful
PAY-0006526,ORD-006526,2026-07-09,payment,net_banking,14130.42,pending
PAY-0006527,ORD-006527,2026-06-11,payment,credit_card,22129.28,successful
PAY-0006528,ORD-006528,2026-07-12,payment,upi,27570.65,successful
PAY-0006529,ORD-006529,2026-03-24,payment,wallet,13305.95,successful
PAY-0006530,ORD-006530,2026-06-02,payment,wallet,20557.82,successful
PAY-0006531,ORD-006531,2025-12-13,payment,wallet,34702.64,successful
PAY-0006532,ORD-006532,2026-07-20,payment,wallet,2260.11,successful
PAY-0006533,ORD-006533,2026-07-31,payment,upi,19848.59,successful
PAY-0006534,ORD-006534,2025-09-08,payment,upi,5791.91,successful
PAY-0006535,ORD-006535,2025-08-05,payment,wallet,18379.26,successful
PAY-0006536,ORD-006536,2026-07-16,payment,credit_card,26817.35,successful
PAY-0006537,ORD-006537,2026-07-19,payment,debit_card,7903.84,failed
PAY-0006538,ORD-006538,2025-04-11,payment,net_banking,18053.92,successful
PAY-0006539,ORD-006539,2026-07-27,payment,net_banking,14468.18,successful
PAY-0006540,ORD-006540,2026-04-17,payment,credit_card,21015.1,successful
PAY-0006541,ORD-006541,2025-02-09,payment,credit_card,12078.69,successful
PAY-0006542,ORD-006542,2026-05-01,payment,debit_card,3942.06,pending
PAY-0006543,ORD-006543,2026-01-06,payment,upi,4090.05,successful
PAY-0006544,ORD-006544,2026-07-19,payment,debit_card,25687.81,failed
PAY-0006545,ORD-006545,2026-03-17,payment,wallet,19543.03,failed
PAY-0006546,ORD-006546,2026-07-30,payment,net_banking,26020.82,failed
PAY-0006547,ORD-006547,2025-01-28,payment,upi,5269.62,successful
PAY-0006548,ORD-006548,2025-04-24,payment,wallet,9290.67,successful
PAY-0006549,ORD-006549,2025-09-16,payment,credit_card,39053.81,successful
PAY-0006550,ORD-006550,2026-04-25,payment,upi,18100.93,successful
PAY-0006551,ORD-006551,2025-05-11,payment,debit_card,7890.37,successful
PAY-0006552,ORD-006552,2025-06-07,payment,debit_card,36342.47,successful
PAY-0006553,ORD-006553,2026-02-22,payment,credit_card,24586.02,successful
PAY-0006554,ORD-006554,2025-04-04,payment,credit_card,10486.97,successful
PAY-0006555,ORD-006555,2025-06-01,payment,credit_card,19184.83,successful
PAY-0006556,ORD-006556,2025-11-12,payment,credit_card,32315.11,successful
PAY-0006557,ORD-006557,2026-07-10,payment,wallet,11350.73,pending
PAY-0006558,ORD-006558,2026-06-25,payment,wallet,30312.75,successful
PAY-0006559,ORD-006559,2025-12-29,payment,net_banking,13850.01,successful
PAY-0006560,ORD-006560,2026-06-18,payment,credit_card,50940.72,successful
PAY-0006561,ORD-006561,2025-08-27,payment,upi,2348.99,successful
PAY-0006562,ORD-006562,2026-06-07,payment,net_banking,13435.96,successful
PAY-0006563,ORD-006563,2025-10-21,payment,wallet,10328.74,failed
PAY-0006564,ORD-006564,2026-07-25,payment,wallet,5708.57,successful
PAY-0006565,ORD-006565,2026-02-03,payment,upi,3047.17,successful
PAY-0006566,ORD-006566,2026-04-12,payment,debit_card,7422.26,failed
PAY-0006567,ORD-006567,2025-08-02,payment,credit_card,7469.26,successful
PAY-0006568,ORD-006568,2026-04-11,payment,net_banking,10053.59,successful
PAY-0006569,ORD-006569,2026-04-27,payment,net_banking,28761.23,successful
PAY-0006570,ORD-006570,2025-09-29,payment,debit_card,8239.29,successful
PAY-0006571,ORD-006571,2026-03-21,payment,wallet,17568.78,successful
PAY-0006572,ORD-006572,2026-07-24,payment,net_banking,22972.33,pending
PAY-0006573,ORD-006573,2026-02-24,payment,credit_card,16295.87,failed
PAY-0006574,ORD-006574,2026-01-26,payment,debit_card,8770.41,successful
PAY-0006575,ORD-006575,2026-05-06,payment,net_banking,3114.61,successful
PAY-0006576,ORD-006576,2025-09-25,payment,upi,15264.6,successful
PAY-0006577,ORD-006577,2025-08-02,payment,net_banking,26033.25,failed
PAY-0006578,ORD-006578,2025-10-23,payment,upi,1065.11,successful
PAY-0006579,ORD-006579,2025-07-09,payment,upi,18458.66,successful
PAY-0006580,ORD-006580,2025-05-27,payment,wallet,34982.69,successful
PAY-0006581,ORD-006581,2025-07-28,payment,wallet,731.97,successful
PAY-0006582,ORD-006582,2025-10-16,payment,credit_card,2192.77,successful
PAY-0006583,ORD-006583,2025-10-28,payment,wallet,4137.27,successful
PAY-0006584,ORD-006584,2025-07-16,payment,net_banking,5461.44,successful
PAY-0006585,ORD-006585,2026-02-23,payment,debit_card,12142.67,successful
PAY-0006586,ORD-006586,2025-06-14,payment,debit_card,6246.46,successful
PAY-0006587,ORD-006587,2026-02-08,payment,debit_card,62941.13,successful
PAY-0006588,ORD-006588,2025-09-18,payment,upi,20282.41,successful
PAY-0006589,ORD-006589,2026-07-24,payment,credit_card,3542.91,successful
PAY-0006590,ORD-006590,2026-02-24,payment,wallet,12304.93,successful
PAY-0006591,ORD-006591,2025-11-18,payment,credit_card,7681.15,successful
PAY-0006592,ORD-006592,2025-09-05,payment,credit_card,12127.85,successful
PAY-0006593,ORD-006593,2026-04-28,payment,debit_card,23414.56,successful
PAY-0006594,ORD-006594,2025-09-03,payment,debit_card,6383.01,successful
PAY-0006595,ORD-006595,2026-04-09,payment,upi,36586.19,successful
PAY-0006596,ORD-006596,2026-06-14,payment,debit_card,25966.11,failed
PAY-0006597,ORD-006597,2026-06-05,payment,upi,34859.56,successful
PAY-0006598,ORD-006598,2026-07-13,payment,wallet,21477.35,successful
PAY-0006599,ORD-006599,2025-05-20,payment,net_banking,6101.97,successful
PAY-0006600,ORD-006600,2026-03-12,payment,credit_card,16357.7,failed
PAY-0006601,ORD-006601,2026-07-05,payment,wallet,22811.16,successful
PAY-0006602,ORD-006602,2025-08-23,payment,wallet,16489.93,successful
PAY-0006603,ORD-006603,2026-06-21,payment,upi,5845.45,successful
PAY-0006604,ORD-006604,2025-04-20,payment,credit_card,1735.29,successful
PAY-0006605,ORD-006605,2026-04-29,payment,debit_card,889.65,successful
PAY-0006606,ORD-006606,2026-04-13,payment,wallet,17880.61,successful
PAY-0006607,ORD-006607,2026-07-20,payment,debit_card,19238.68,successful
PAY-0006608,ORD-006608,2025-09-09,payment,upi,875.2,successful
PAY-0006609,ORD-006609,2025-02-13,payment,credit_card,20062.53,successful
PAY-0006610,ORD-006610,2026-01-13,payment,net_banking,15223.17,successful
PAY-0006611,ORD-006611,2026-01-06,payment,debit_card,27464.83,successful
PAY-0006612,ORD-006612,2026-05-20,payment,upi,31246.72,successful
PAY-0006613,ORD-006613,2026-06-05,payment,debit_card,23001.48,successful
PAY-0006614,ORD-006614,2026-07-20,payment,debit_card,2548.36,successful
PAY-0006615,ORD-006615,2025-04-18,payment,wallet,30670.29,failed
PAY-0006616,ORD-006616,2026-01-01,payment,upi,50134.15,failed
PAY-0006617,ORD-006617,2025-12-06,payment,upi,6412.64,successful
